sys userno topicid qno noteno noteid docno prec
vse 35 40021 3 5 9812 APW20010129.0525.0157 1.0
vse 35 40021 4 9 9816 APW20010114.0219.0099 1.0
vse 35 40021 5 7 9814 APW20010114.0543.0230 1.0
vse 35 40021 6 4 9811 APW20010129.0525.0157 0.7256637168141593
vse 35 40021 10 8 9815 APW20010129.0525.0157 1.0
vse 35 40021 10 3 9810 APW20010129.0525.0157 1.0
vse 35 40021 12 1 9806 APW20010114.0543.0317 1.0
vse 35 40021 12 2 9809 APW20010115.2023.0562 0.0
vsb 35 40048 1 14 9849 APW20001112.1831.0439 1.0
vsb 35 40048 1 8 9843 APW20001111.1611.0427 1.0
vsb 35 40048 2 13 9848 APW20001112.1831.0439 1.0
vsb 35 40048 3 11 9846 APW20001112.0900.0320 1.0
vsb 35 40048 4 12 9847 APW20001112.1831.0439 1.0
vsb 35 40048 5 1 9835 NYT20001112.1903.0110 1.0
vsb 35 40048 6 4 9838 NYT20001112.1903.0110 1.0
vsb 35 40048 6 6 9841 NYT20001111.1525.0144 1.0
vsb 35 40048 7 2 9836 NYT20001112.1903.0110 1.0
vsb 35 40048 7 3 9837 NYT20001112.1903.0110 1.0
vsb 35 40048 7 7 9842 APW20001112.2139.0556 1.0
vsb 35 40048 8 10 9845 CBS20001114.1000.0691 1.0
vsb 35 40048 8 5 9839 NYT20001112.1903.0110 0.0
vsn 35 40009 1 15 9833 VOA20001018.2100.2160 0.0
vsn 35 40009 1 16 9834 VOA20001018.2100.2160 1.0
vsn 35 40009 3 5 9823 APW20001018.1350.0468 0.0
vsn 35 40009 3 6 9824 AFA20010117.1800.0240 0.0
vsn 35 40009 3 7 9825 AFA20010117.1800.0240 0.0
vsn 35 40009 3 8 9826 VOA20001018.2100.2160 1.0
vsn 35 40009 3 9 9827 VOA20001018.2100.2160 1.0
vsn 35 40009 4 15 9833 VOA20001018.2100.2160 0.0
vsn 35 40009 5 1 9818 NYT20001204.0926.0049 1.0
vsn 35 40009 5 11 9829 VOA20001018.2100.2160 1.0
vsn 35 40009 5 12 9830 VOA20001018.2100.2160 1.0
vsn 35 40009 6 2 9820 XIN20001029.2000.0106 1.0
vsn 35 40009 6 3 9821 VOA20001006.2100.0364 1.0
vsn 35 40009 6 4 9822 VOA20001006.2100.0364 1.0
vsn 35 40009 6 5 9823 APW20001018.1350.0468 0.0
vsn 35 40009 7 10 9828 VOA20001018.2100.2160 1.0
vsn 35 40009 7 14 9832 VOA20001018.2100.2160 0.0
vsn 36 40021 1 1 9876 AFA20010114.1000.0063 1.0
vsn 36 40021 1 9 9885 APW20010125.0333.0172 1.0
vsn 36 40021 1 10 9886 AFA20010114.0000.0003 1.0
vsn 36 40021 1 12 9888 CNN20010114.1400.0018 1.0
vsn 36 40021 1 6 9881 AFA20010114.1000.0022 2.0
vsn 36 40021 2 9 9885 APW20010125.0333.0172 1.0
vsn 36 40021 3 10 9886 AFA20010114.0000.0003 1.0
vsn 36 40021 3 6 9881 AFA20010114.1000.0022 2.0
vsn 36 40021 3 8 9883 AFA20010114.1000.0063 0.9922178988326849
vsn 36 40021 4 10 9886 AFA20010114.0000.0003 1.0
vsn 36 40021 5 7 9882 APW20010125.0333.0172 1.0
vsn 36 40021 6 5 9880 AFA20010114.1000.0063 0.0
vsn 36 40021 9 5 9880 AFA20010114.1000.0063 0.0
vsn 36 40021 10 4 9879 APW20010117.1432.0519 1.0
vsn 36 40021 11 2 9877 APW20010114.0543.0275 1.0
vsn 36 40021 12 2 9877 APW20010114.0543.0275 1.0
vsb 36 40009 1 7 9895 AFA20001018.1800.0227 1.0
vsb 36 40009 2 5 9893 CNN20001018.1400.0577 1.0
vsb 36 40009 3 4 9892 VOA20001018.2100.2160 1.0
vsb 36 40009 5 1 9889 VOA20001018.2100.2160 1.0
vsb 36 40009 6 2 9890 VOA20001018.2100.2160 1.0
vsb 36 40009 6 6 9894 APW20001019.0539.0204 1.0
vsb 36 40009 7 3 9891 VOA20001018.2100.2160 1.0
vse 36 40048 1 10 9905 ZBN20001112.1300.0037 1.0
vse 36 40048 1 6 9901 CBS20001111.1000.0659 1.0
vse 36 40048 2 10 9905 ZBN20001112.1300.0037 1.0
vse 36 40048 2 7 9902 CBS20001111.1000.0659 1.0
vse 36 40048 3 4 9899 NYT20001112.1903.0110 1.0
vse 36 40048 4 1 9896 NYT20001112.1903.0110 1.0
vse 36 40048 4 8 9903 ZBN20001112.1300.0037 1.0
vse 36 40048 5 3 9898 NYT20001112.1903.0110 1.0
vse 36 40048 6 2 9897 NYT20001112.1903.0110 1.0
vse 36 40048 7 8 9903 ZBN20001112.1300.0037 1.0
vse 36 40048 8 3 9898 NYT20001112.1903.0110 1.0
vsn 37 40021 1 5 9984 ZBN20010115.0400.0014 1.0
vsn 37 40021 1 8 9987 XIN20010117.2000.0179 1.0
vsn 37 40021 1 21 10000 AFA20010113.1800.0160 0.0
vsn 37 40021 1 22 10001 XIN20010117.2000.0179 0.8806584362139918
vsn 37 40021 1 23 10002 XIN20010117.2000.0179 0.0
vsn 37 40021 1 24 10003 VAR20010114.1100.0825 1.0
vsn 37 40021 2 19 9998 APW20010114.0543.0317 1.0
vsn 37 40021 2 21 10000 AFA20010113.1800.0160 0.0
vsn 37 40021 3 4 9983 ZBN20010115.0400.0014 0.0
vsn 37 40021 3 24 10003 VAR20010114.1100.0825 1.0
vsn 37 40021 4 24 10003 VAR20010114.1100.0825 1.0
vsn 37 40021 5 2 9981 ZBN20010115.0400.0014 1.0
vsn 37 40021 5 5 9984 ZBN20010115.0400.0014 1.0
vsn 37 40021 6 15 9994 CNN20010114.0900.0182 1.0
vsn 37 40021 6 13 9992 VOM20010114.0700.0373 1.0
vsn 37 40021 6 12 9991 XIN20010115.1400.0118 1.0
vsn 37 40021 6 7 9986 XIN20010117.2000.0179 1.0
vsn 37 40021 7 18 9997 APW20010114.0543.0317 1.0
vsn 37 40021 7 11 9990 XIN20010115.1400.0118 1.0
vsn 37 40021 7 1 9980 ZBN20010115.0400.0014 1.0
vsn 37 40021 8 18 9997 APW20010114.0543.0317 1.0
vsn 37 40021 8 3 9982 ZBN20010115.0400.0014 1.0
vsn 37 40021 9 15 9994 CNN20010114.0900.0182 1.0
vsn 37 40021 9 10 9989 XIN20010115.2000.0144 1.0
vsn 37 40021 9 9 9988 VOM20010116.0700.2014 1.0
vsn 37 40021 9 1 9980 ZBN20010115.0400.0014 1.0
vsn 37 40021 10 22 10001 XIN20010117.2000.0179 0.8806584362139918
vsn 37 40021 10 17 9996 CTS20010115.2000.0008 1.0
vsn 37 40021 11 20 9999 APW20010114.0543.0317 0.0
vsn 37 40021 11 17 9996 CTS20010115.2000.0008 1.0
vsn 37 40021 11 16 9995 CTS20010118.1300.0497 1.0
vsn 37 40021 11 11 9990 XIN20010115.1400.0118 1.0
vsn 37 40021 11 6 9985 ZBN20010115.0400.0014 1.0
vsn 37 40021 12 10 9989 XIN20010115.2000.0144 1.0
vsn 37 40021 12 11 9990 XIN20010115.1400.0118 1.0
vsn 37 40021 12 9 9988 VOM20010116.0700.2014 1.0
vse 37 40048 1 19 9979 VAR20001111.1200.0706 1.0
vse 37 40048 1 18 9978 APW20001111.0851.0294 0.0
vse 37 40048 1 17 9977 ALH20001113.1300.0080 0.9974619289340102
vse 37 40048 1 16 9976 APW20001112.1831.0448 1.0
vse 37 40048 2 16 9976 APW20001112.1831.0448 1.0
vse 37 40048 2 3 9963 APW20001112.1831.0439 1.0
vse 37 40048 3 11 9971 APW20001111.0851.0303 0.7480314960629921
vse 37 40048 3 10 9970 APW20001111.0851.0303 1.0
vse 37 40048 3 9 9969 APW20001111.0851.0303 1.0
vse 37 40048 3 8 9968 APW20001207.1122.0418 0.0
vse 37 40048 4 7 9967 APW20001207.1122.0418 1.0
vse 37 40048 4 1 9961 APW20001112.1831.0439 1.0
vse 37 40048 5 1 9961 APW20001112.1831.0439 1.0
vse 37 40048 5 2 9962 APW20001112.1831.0439 1.0
vse 37 40048 6 13 9973 ZBN20001112.1300.0037 1.0
vse 37 40048 7 7 9967 APW20001207.1122.0418 1.0
vse 37 40048 7 1 9961 APW20001112.1831.0439 1.0
vse 37 40048 8 7 9967 APW20001207.1122.0418 1.0
vse 37 40048 8 1 9961 APW20001112.1831.0439 1.0
vsb 37 40009 1 19 9960 NYT20001204.0926.0050 1.0
vsb 37 40009 1 18 9959 NYT20001204.0926.0049 0.0
vsb 37 40009 1 16 9957 APW20010117.2147.0916 0.0
vsb 37 40009 1 15 9956 AFA20010117.1800.0240 0.0
vsb 37 40009 1 6 9947 XIN20001029.2000.0106 1.0
vsb 37 40009 1 4 9945 XIN20001014.1400.0087 0.0
vsb 37 40009 2 16 9957 APW20010117.2147.0916 0.0
vsb 37 40009 2 9 9950 XIN20001110.2000.0156 0.0
vsb 37 40009 3 14 9955 VOA20001018.2100.2160 1.0
vsb 37 40009 3 12 9953 VOA20001018.2100.2160 1.0
vsb 37 40009 3 10 9951 XIN20001014.1400.0087 0.0
vsb 37 40009 3 1 9942 VOA20001018.2100.2160 1.0
vsb 37 40009 4 19 9960 NYT20001204.0926.0050 1.0
vsb 37 40009 4 18 9959 NYT20001204.0926.0049 0.0
vsb 37 40009 5 16 9957 APW20010117.2147.0916 0.0
vsb 37 40009 5 15 9956 AFA20010117.1800.0240 0.0
vsb 37 40009 5 5 9946 AFA20001109.1800.0150 0.0
vsb 37 40009 6 14 9955 VOA20001018.2100.2160 1.0
vsb 37 40009 6 13 9954 VOA20001018.2100.2160 1.0
vsb 37 40009 6 8 9949 XIN20001110.2000.0156 0.0
vsb 37 40009 6 7 9948 VOA20001109.2100.3072 1.0
vsb 37 40009 6 3 9944 VOA20001018.2100.2160 1.0
vsb 37 40009 6 2 9943 VOA20001018.2100.2160 1.0
vsb 37 40009 6 1 9942 VOA20001018.2100.2160 1.0
vsb 37 40009 7 17 9958 NYT20001204.0926.0049 1.0
vsb 37 40009 7 12 9953 VOA20001018.2100.2160 1.0
vsb 37 40009 7 9 9950 XIN20001110.2000.0156 0.0
